Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_line	dev_stage	donor_ID	health_state	lab	sample_type	sex	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA30709	SAMN05897673	GEO	public	sra	SRX2243927	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4408	3117	ILLUMINA	2016-11-14	SRR4421622	SRS1744754	SRP013565	ENCODE biosample ENCBS894CLK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897256	GEO	public	sra	SRX2243931	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3158	2041	ILLUMINA	2016-11-14	SRR4421626	SRS1744758	SRP013565	ENCODE biosample ENCBS499ZMJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897365	GEO	public	sra	SRX2243942	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	6667	4621	ILLUMINA	2016-11-14	SRR4421638	SRS1744765	SRP013565	ENCODE biosample ENCBS609MYU	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897140	GEO	public	sra	SRX2243947	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4201	2864	ILLUMINA	2016-11-14	SRR4421643	SRS1744769	SRP013565	ENCODE biosample ENCBS383JPN	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897311	GEO	public	sra	SRX2243952	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	6686	3779	ILLUMINA	2016-11-14	SRR4421648	SRS1744774	SRP013565	ENCODE biosample ENCBS554MTP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897619	GEO	public	sra	SRX2243955	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4819	3427	ILLUMINA	2016-11-14	SRR4421651	SRS1744777	SRP013565	ENCODE biosample ENCBS841YJV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897607	GEO	public	sra	SRX2243966	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4365	3055	ILLUMINA	2016-11-14	SRR4421662	SRS1744786	SRP013565	ENCODE biosample ENCBS827YSZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897173	GEO	public	sra	SRX2243973	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	8223	4234	ILLUMINA	2016-11-14	SRR4421670	SRS1744791	SRP013565	ENCODE biosample ENCBS409HCD	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897061	GEO	public	sra	SRX2244034	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3805	2626	ILLUMINA	2016-11-14	SRR4421733	SRS1744838	SRP013565	ENCODE biosample ENCBS292NBI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897689	GEO	public	sra	SRX2244043	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	5297	3348	ILLUMINA	2016-11-14	SRR4421744	SRS1744843	SRP013565	ENCODE biosample ENCBS906YOJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897470	GEO	public	sra	SRX2244048	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3517	2467	ILLUMINA	2016-11-14	SRR4421749	SRS1744848	SRP013565	ENCODE biosample ENCBS704YXA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896832	GEO	public	sra	SRX2244050	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4735	3220	ILLUMINA	2016-11-14	SRR4421751	SRS1744850	SRP013565	ENCODE biosample ENCBS065RXZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897077	GEO	public	sra	SRX2244052	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4143	2818	ILLUMINA	2016-11-14	SRR4421753	SRS1744852	SRP013565	ENCODE biosample ENCBS311LNQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896758	GEO	public	sra	SRX2244058	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4862	3400	ILLUMINA	2016-11-14	SRR4421759	SRS1744857	SRP013565	ENCODE biosample ENCBS007IVF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897224	GEO	public	sra	SRX2244062	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4430	3032	ILLUMINA	2016-11-14	SRR4421763	SRS1744859	SRP013565	ENCODE biosample ENCBS468YAY	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896933	GEO	public	sra	SRX2244064	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	6318	3262	ILLUMINA	2016-11-14	SRR4421765	SRS1744861	SRP013565	ENCODE biosample ENCBS165ART	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897272	GEO	public	sra	SRX2244066	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3908	2736	ILLUMINA	2016-11-14	SRR4421767	SRS1744863	SRP013565	ENCODE biosample ENCBS515TJK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897675	GEO	public	sra	SRX2244069	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	8408	4809	ILLUMINA	2016-11-14	SRR4421770	SRS1744866	SRP013565	ENCODE biosample ENCBS895KNQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896890	GEO	public	sra	SRX2244079	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	5901	3315	ILLUMINA	2016-11-14	SRR4421780	SRS1744872	SRP013565	ENCODE biosample ENCBS131LFM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897286	GEO	public	sra	SRX2244086	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	6226	2807	ILLUMINA	2016-11-14	SRR4421787	SRS1744879	SRP013565	ENCODE biosample ENCBS530MLH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897385	GEO	public	sra	SRX2244101	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	6264	3753	ILLUMINA	2016-11-14	SRR4421810	SRS1744892	SRP013565	ENCODE biosample ENCBS627GSN	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896881	GEO	public	sra	SRX2244105	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	9151	4985	ILLUMINA	2016-11-14	SRR4421814	SRS1744896	SRP013565	ENCODE biosample ENCBS122QXN	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897299	GEO	public	sra	SRX2244106	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	7262	3955	ILLUMINA	2016-11-14	SRR4421815	SRS1744898	SRP013565	ENCODE biosample ENCBS544UHC	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897313	GEO	public	sra	SRX2244109	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	6999	4437	ILLUMINA	2016-11-14	SRR4421819	SRS1744899	SRP013565	ENCODE biosample ENCBS555BYH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897205	GEO	public	sra	SRX2244110	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	6123	3894	ILLUMINA	2016-11-14	SRR4421821	SRS1744901	SRP013565	ENCODE biosample ENCBS445GUZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897608	GEO	public	sra	SRX2244120	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4221	3036	ILLUMINA	2016-11-14	SRR4421831	SRS1744908	SRP013565	ENCODE biosample ENCBS831RAD	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897322	GEO	public	sra	SRX2244127	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	24585	17655	ILLUMINA	2016-11-14	SRR4421838	SRS1744915	SRP013565	ENCODE biosample ENCBS566ZHZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897680	GEO	public	sra	SRX2244144	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3997	2731	ILLUMINA	2016-11-14	SRR4421855	SRS1744927	SRP013565	ENCODE biosample ENCBS897PRR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897506	GEO	public	sra	SRX2244153	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	7796	4395	ILLUMINA	2016-11-14	SRR4421864	SRS1744935	SRP013565	ENCODE biosample ENCBS732XZP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896987	GEO	public	sra	SRX2244167	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4802	3394	ILLUMINA	2016-11-14	SRR4421878	SRS1744944	SRP013565	ENCODE biosample ENCBS215KUV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897389	GEO	public	sra	SRX2244171	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	5098	3115	ILLUMINA	2016-11-14	SRR4421882	SRS1744946	SRP013565	ENCODE biosample ENCBS631FGT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896796	GEO	public	sra	SRX2244180	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	5889	2786	ILLUMINA	2016-11-14	SRR4421891	SRS1744951	SRP013565	ENCODE biosample ENCBS029GNW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897412	GEO	public	sra	SRX2244191	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	8499	4796	ILLUMINA	2016-11-14	SRR4421902	SRS1744960	SRP013565	ENCODE biosample ENCBS652FMW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897344	GEO	public	sra	SRX2244195	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	11107	6432	ILLUMINA	2016-11-14	SRR4421906	SRS1744964	SRP013565	ENCODE biosample ENCBS590KAM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897415	GEO	public	sra	SRX2244199	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3351	2316	ILLUMINA	2016-11-14	SRR4421910	SRS1744968	SRP013565	ENCODE biosample ENCBS654PMT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897203	GEO	public	sra	SRX2244203	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	6630	3153	ILLUMINA	2016-11-14	SRR4421914	SRS1744972	SRP013565	ENCODE biosample ENCBS442VLY	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896990	GEO	public	sra	SRX2244206	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	8217	4973	ILLUMINA	2016-11-14	SRR4421917	SRS1744975	SRP013565	ENCODE biosample ENCBS218LCA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		100	PRJNA30709	SAMN05897663	GEO	public	sra	SRX2244208	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4225	1813	ILLUMINA	2016-11-14	SRR4421919	SRS1744977	SRP013565	ENCODE biosample ENCBS885ULI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Eric Lécuyer, IRCM	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897371	GEO	public	sra	SRX2244212	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	6342	3022	ILLUMINA	2016-11-14	SRR4421923	SRS1744981	SRP013565	ENCODE biosample ENCBS613LBH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		100	PRJNA30709	SAMN05897516	GEO	public	sra	SRX2244228	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4338	1853	ILLUMINA	2016-11-14	SRR4421939	SRS1744989	SRP013565	ENCODE biosample ENCBS741VGS	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Eric Lécuyer, IRCM	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897218	GEO	public	sra	SRX2244236	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	8343	4642	ILLUMINA	2016-11-14	SRR4421947	SRS1744996	SRP013565	ENCODE biosample ENCBS463ABO	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897172	GEO	public	sra	SRX2244237	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	8992	4991	ILLUMINA	2016-11-14	SRR4421948	SRS1744997	SRP013565	ENCODE biosample ENCBS409CCX	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897429	GEO	public	sra	SRX2244242	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	8899	5106	ILLUMINA	2016-11-14	SRR4421953	SRS1745002	SRP013565	ENCODE biosample ENCBS667PRV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897216	GEO	public	sra	SRX2244244	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	7151	4366	ILLUMINA	2016-11-14	SRR4421955	SRS1745004	SRP013565	ENCODE biosample ENCBS456TNJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897730	GEO	public	sra	SRX2244246	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	5113	3478	ILLUMINA	2016-11-14	SRR4421957	SRS1745006	SRP013565	ENCODE biosample ENCBS957NCU	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896763	GEO	public	sra	SRX2244250	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	6590	3143	ILLUMINA	2016-11-14	SRR4421961	SRS1745010	SRP013565	ENCODE biosample ENCBS013ENT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897255	GEO	public	sra	SRX2244252	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-14	7318	4353	ILLUMINA	2016-11-14	SRR4421963	SRS1745012	SRP013565	ENCODE biosample ENCBS499ZBY	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897393	GEO	public	sra	SRX2244259	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3986	2512	ILLUMINA	2016-11-14	SRR4421970	SRS1745019	SRP013565	ENCODE biosample ENCBS635YQN	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896786	GEO	public	sra	SRX2244261	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4858	3293	ILLUMINA	2016-11-14	SRR4421972	SRS1745021	SRP013565	ENCODE biosample ENCBS023EVI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897324	GEO	public	sra	SRX2244266	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	6074	4618	ILLUMINA	2016-11-14	SRR4421977	SRS1745025	SRP013565	ENCODE biosample ENCBS571FHN	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896793	GEO	public	sra	SRX2244268	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4021	2809	ILLUMINA	2016-11-14	SRR4421979	SRS1745027	SRP013565	ENCODE biosample ENCBS025ONJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897690	GEO	public	sra	SRX2244274	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	3638	2479	ILLUMINA	2016-11-14	SRR4421985	SRS1745031	SRP013565	ENCODE biosample ENCBS907QMF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		100	PRJNA30709	SAMN05897771	GEO	public	sra	SRX2244287	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4924	2196	ILLUMINA	2016-11-14	SRR4421998	SRS1745037	SRP013565	ENCODE biosample ENCBS985INM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Eric Lécuyer, IRCM	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		100	PRJNA30709	SAMN05897323	GEO	public	sra	SRX2244290	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	4277	1905	ILLUMINA	2016-11-14	SRR4422001	SRS1745040	SRP013565	ENCODE biosample ENCBS569WDT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Eric Lécuyer, IRCM	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897151	GEO	public	sra	SRX2244292	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4121	2908	ILLUMINA	2016-11-14	SRR4422003	SRS1745042	SRP013565	ENCODE biosample ENCBS396JPQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897280	GEO	public	sra	SRX2244293	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	4003	1921	ILLUMINA	2016-11-14	SRR4422005	SRS1745043	SRP013565	ENCODE biosample ENCBS521FNT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897600	GEO	public	sra	SRX2244297	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	3632	2516	ILLUMINA	2016-11-14	SRR4422009	SRS1745047	SRP013565	ENCODE biosample ENCBS818EBR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897157	GEO	public	sra	SRX2244300	0	Illumina HiSeq 2500	PAIRED	cDNA		2016-10-13	4461	2208	ILLUMINA	2016-11-14	SRR4422012	SRS1745050	SRP013565	ENCODE biosample ENCBS400CRG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896919	GEO	public	sra	SRX2244305	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	5441	3734	ILLUMINA	2016-11-14	SRR4422017	SRS1745053	SRP013565	ENCODE biosample ENCBS155KGP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA30709	SAMN05897425	GEO	public	sra	SRX2244307	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-13	16268	10507	ILLUMINA	2016-11-14	SRR4422019	SRS1745055	SRP013565	ENCODE biosample ENCBS664VZE	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Sherman Weissman, Yale	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05896931	GEO	public	sra	SRX2244310	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-15	4235	3021	ILLUMINA	2016-11-14	SRR4422022	SRS1745057	SRP013565	ENCODE biosample ENCBS164AGP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN05897746	GEO	public	sra	SRX2244316	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-10-14	2861	1993	ILLUMINA	2016-11-14	SRR4422028	SRS1745062	SRP013565	ENCODE biosample ENCBS972KMH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
