Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	population	Consent	Strain
OTHER	36	PRJEB3365	SAMEA1573259	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162212	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00382.4.MI_120524_1 extract	2012-11-06	184	112	Homo sapiens	ILLUMINA	2012-11-06	ERR187784	ERS185056	ERP001941	GEUV:HG00382	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573282	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162214	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12750.2.MI_120126_5 extract	2012-11-06	259	167	Homo sapiens	ILLUMINA	2012-11-06	ERR187914	ERS185058	ERP001941	GEUV:NA12750	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573280	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162215	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00346.2.MI_120126_7 extract	2012-11-06	207	132	Homo sapiens	ILLUMINA	2012-11-06	ERR187924	ERS185059	ERP001941	GEUV:HG00346	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573356	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162218	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19160.3.MI_120120_6 extract	2012-11-06	353	227	Homo sapiens	ILLUMINA	2012-11-06	ERR187834	ERS185062	ERP001941	GEUV:NA19160	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573332	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162222	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11832.2.MI_120126_8 extract	2012-11-06	160	101	Homo sapiens	ILLUMINA	2012-11-06	ERR187854	ERS185066	ERP001941	GEUV:NA11832	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573375	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162225	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20786.2.MI_120126_2 extract	2012-11-06	414	281	Homo sapiens	ILLUMINA	2012-11-06	ERR187894	ERS185069	ERP001941	GEUV:NA20786	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573435	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162226	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00150.4.MI_120524_3 extract	2012-11-06	182	103	Homo sapiens	ILLUMINA	2012-11-06	ERR187893	ERS185070	ERP001941	GEUV:HG00150	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573443	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162227	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20588.5.MI_120327_5 extract	2012-11-06	1443	979	Homo sapiens	ILLUMINA	2012-11-06	ERR187799	ERS185071	ERP001941	GEUV:NA20588	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573480	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162230	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00108.7.MI_120224_2 extract	2012-11-06	200	146	Homo sapiens	ILLUMINA	2012-11-06	ERR187760	ERS185074	ERP001941	GEUV:HG00108	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573530	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162234	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00268.5.MI_120327_3 extract	2012-11-06	202	120	Homo sapiens	ILLUMINA	2012-11-06	ERR187814	ERS185078	ERP001941	GEUV:HG00268	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573124	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162236	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00308.3.MI_120120_1 extract	2012-11-06	225	143	Homo sapiens	ILLUMINA	2012-11-06	ERR187920	ERS185080	ERP001941	GEUV:HG00308	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573111	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162237	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20532.3.MI_120120_5 extract	2012-11-06	345	228	Homo sapiens	ILLUMINA	2012-11-06	ERR187748	ERS185081	ERP001941	GEUV:NA20532	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573162	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162238	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20527.5.MI_120327_1 extract	2012-11-06	984	588	Homo sapiens	ILLUMINA	2012-11-06	ERR187883	ERS185082	ERP001941	GEUV:NA20527	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573172	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162242	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00100.2.MI_120126_4 extract	2012-11-06	333	215	Homo sapiens	ILLUMINA	2012-11-06	ERR187779	ERS185086	ERP001941	GEUV:HG00100	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573418	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162243	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19147.2.MI_120126_8 extract	2012-11-06	342	217	Homo sapiens	ILLUMINA	2012-11-06	ERR187771	ERS185087	ERP001941	GEUV:NA19147	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573116	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162246	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00158.1.MI_120104_2 extract	2012-11-06	237	143	Homo sapiens	ILLUMINA	2012-11-06	ERR187751	ERS185090	ERP001941	GEUV:HG00158	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573127	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162247	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00157.5.MI_120327_3 extract	2012-11-06	78	46	Homo sapiens	ILLUMINA	2012-11-06	ERR187922	ERS185091	ERP001941	GEUV:HG00157	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573105	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162249	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19190.4.MI_120208_5 extract	2012-11-06	220	137	Homo sapiens	ILLUMINA	2012-11-06	ERR187787	ERS185093	ERP001941	GEUV:NA19190	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573273	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162250	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00127.1.MI_120104_4 extract	2012-11-06	214	135	Homo sapiens	ILLUMINA	2012-11-06	ERR187865	ERS185094	ERP001941	GEUV:HG00127	GBR	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573292	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162251	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20787.6.MI_120217_1 extract	2012-11-06	286	196	Homo sapiens	ILLUMINA	2012-11-06	ERR187817	ERS185095	ERP001941	GEUV:NA20787	TSI	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573296	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162252	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11992.6.MI_120217_2 extract	2012-11-06	322	221	Homo sapiens	ILLUMINA	2012-11-06	ERR187780	ERS185096	ERP001941	GEUV:NA11992	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573257	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162253	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11830.3.MI_120120_3 extract	2012-11-06	435	273	Homo sapiens	ILLUMINA	2012-11-06	ERR187841	ERS185097	ERP001941	GEUV:NA11830	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573243	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162257	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18923.2.MI_120126_6 extract	2012-11-06	382	240	Homo sapiens	ILLUMINA	2012-11-06	ERR187895	ERS185101	ERP001941	GEUV:NA18923	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573206	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162258	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12272.3.MI_120120_1 extract	2012-11-06	564	366	Homo sapiens	ILLUMINA	2012-11-06	ERR187864	ERS185102	ERP001941	GEUV:NA12272	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573161	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162264	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20771.2.MI_120126_1 extract	2012-11-06	470	297	Homo sapiens	ILLUMINA	2012-11-06	ERR187886	ERS185108	ERP001941	GEUV:NA20771	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573366	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162266	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12249.1.MI_120104_3 extract	2012-11-06	189	116	Homo sapiens	ILLUMINA	2012-11-06	ERR187820	ERS185110	ERP001941	GEUV:NA12249	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573264	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162269	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20805.4.MI_120524_3 extract	2012-11-06	130	80	Homo sapiens	ILLUMINA	2012-11-06	ERR187816	ERS185113	ERP001941	GEUV:NA20805	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573267	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162270	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00247.3.MI_120120_4 extract	2012-11-06	188	122	Homo sapiens	ILLUMINA	2012-11-06	ERR187756	ERS185114	ERP001941	GEUV:HG00247	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573286	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162271	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00133.2.MI_120126_5 extract	2012-11-06	295	190	Homo sapiens	ILLUMINA	2012-11-06	ERR187932	ERS185115	ERP001941	GEUV:HG00133	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573301	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162272	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20538.3.MI_120120_4 extract	2012-11-06	188	120	Homo sapiens	ILLUMINA	2012-11-06	ERR187782	ERS185116	ERP001941	GEUV:NA20538	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573205	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162273	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12873.7.MI_120224_2 extract	2012-11-06	185	136	Homo sapiens	ILLUMINA	2012-11-06	ERR187778	ERS185117	ERP001941	GEUV:NA12873	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573226	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162275	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00337.5.MI_120327_5 extract	2012-11-06	1186	809	Homo sapiens	ILLUMINA	2012-11-06	ERR187896	ERS185119	ERP001941	GEUV:HG00337	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573210	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162276	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20766.1.MI_120104_1 extract	2012-11-07	151	96	Homo sapiens	ILLUMINA	2012-11-07	ERR187910	ERS185120	ERP001941	GEUV:NA20766	TSI	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573232	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162278	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00274.6.MI_120217_1 extract	2012-11-06	378	262	Homo sapiens	ILLUMINA	2012-11-06	ERR187798	ERS185122	ERP001941	GEUV:HG00274	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573239	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162279	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA18519.1.MI_120104_4 extract	2012-11-06	176	107	Homo sapiens	ILLUMINA	2012-11-06	ERR187927	ERS185123	ERP001941	GEUV:NA18519	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573256	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162281	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20541.1.MI_120104_3 extract	2012-11-06	115	71	Homo sapiens	ILLUMINA	2012-11-06	ERR187911	ERS185125	ERP001941	GEUV:NA20541	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573272	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162282	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12340.5.MI_120327_7 extract	2012-11-06	523	346	Homo sapiens	ILLUMINA	2012-11-06	ERR187904	ERS185126	ERP001941	GEUV:NA12340	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573288	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162283	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20814.2.MI_120126_3 extract	2012-11-06	224	143	Homo sapiens	ILLUMINA	2012-11-06	ERR187846	ERS185127	ERP001941	GEUV:NA20814	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573329	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162285	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19171.1.MI_120104_3 extract	2012-11-06	136	85	Homo sapiens	ILLUMINA	2012-11-06	ERR187828	ERS185129	ERP001941	GEUV:NA19171	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573196	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162289	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20783.4.MI_120524_1 extract	2012-11-06	317	197	Homo sapiens	ILLUMINA	2012-11-06	ERR187859	ERS185133	ERP001941	GEUV:NA20783	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573141	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162290	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20543.2.MI_120126_3 extract	2012-11-06	430	242	Homo sapiens	ILLUMINA	2012-11-06	ERR187901	ERS185134	ERP001941	GEUV:NA20543	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573237	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162293	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20528.2.MI_120126_6 extract	2012-11-06	361	226	Homo sapiens	ILLUMINA	2012-11-06	ERR187763	ERS185137	ERP001941	GEUV:NA20528	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573523	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162297	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19236.4.MI_120524_3 extract	2012-11-06	163	101	Homo sapiens	ILLUMINA	2012-11-06	ERR187831	ERS185141	ERP001941	GEUV:NA19236	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573504	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162298	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12283.2.MI_120126_7 extract	2012-11-06	236	152	Homo sapiens	ILLUMINA	2012-11-06	ERR187868	ERS185142	ERP001941	GEUV:NA12283	CEU	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573154	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162301	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19214.6.MI_120309_1 extract	2012-11-06	1414	950	Homo sapiens	ILLUMINA	2012-11-06	ERR187937	ERS185145	ERP001941	GEUV:NA19214	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573349	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162307	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00260.5.MI_120327_7 extract	2012-11-06	615	397	Homo sapiens	ILLUMINA	2012-11-06	ERR187761	ERS185151	ERP001941	GEUV:HG00260	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573482	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162309	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA06984.1.MI_120104_3 extract	2012-11-06	705	375	Homo sapiens	ILLUMINA	2012-11-06	ERR187759	ERS185153	ERP001941	GEUV:NA06984	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573542	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162310	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12004.4.MI_120524_1 extract	2012-11-06	260	161	Homo sapiens	ILLUMINA	2012-11-06	ERR187866	ERS185154	ERP001941	GEUV:NA12004	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573445	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162312	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20536.1.MI_120104_2 extract	2012-11-06	201	122	Homo sapiens	ILLUMINA	2012-11-06	ERR187842	ERS185156	ERP001941	GEUV:NA20536	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573472	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162315	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20531.4.MI_120208_5 extract	2012-11-06	621	399	Homo sapiens	ILLUMINA	2012-11-06	ERR187855	ERS185159	ERP001941	GEUV:NA20531	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573403	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162316	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA07347.7.MI_120224_2 extract	2012-11-06	270	195	Homo sapiens	ILLUMINA	2012-11-06	ERR187827	ERS185160	ERP001941	GEUV:NA07347	CEU	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573397	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162318	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00122.6.MI_120217_1 extract	2012-11-06	746	514	Homo sapiens	ILLUMINA	2012-11-06	ERR187793	ERS185162	ERP001941	GEUV:HG00122	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573376	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162319	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00284.1.MI_120104_2 extract	2012-11-06	274	176	Homo sapiens	ILLUMINA	2012-11-06	ERR187906	ERS185163	ERP001941	GEUV:HG00284	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573531	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162325	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20757.1.MI_120104_4 extract	2012-11-06	267	165	Homo sapiens	ILLUMINA	2012-11-06	ERR187938	ERS185169	ERP001941	GEUV:NA20757	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573150	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162327	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12716.7.MI_120224_2 extract	2012-11-06	364	257	Homo sapiens	ILLUMINA	2012-11-06	ERR187810	ERS185171	ERP001941	GEUV:NA12716	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573147	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162329	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00181.4.MI_120524_1 extract	2012-11-06	147	90	Homo sapiens	ILLUMINA	2012-11-06	ERR187753	ERS185173	ERP001941	GEUV:HG00181	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573194	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162330	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00142.4.MI_120524_1 extract	2012-11-06	210	134	Homo sapiens	ILLUMINA	2012-11-06	ERR187809	ERS185174	ERP001941	GEUV:HG00142	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573437	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162332	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA11892.1.MI_120104_1 extract	2012-11-06	893	521	Homo sapiens	ILLUMINA	2012-11-06	ERR187801	ERS185176	ERP001941	GEUV:NA11892	CEU	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573448	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162333	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00266.6.MI_120217_1 extract	2012-11-06	262	175	Homo sapiens	ILLUMINA	2012-11-06	ERR187736	ERS185177	ERP001941	GEUV:HG00266	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573460	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162334	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20799.1.MI_120104_1 extract	2012-11-06	208	131	Homo sapiens	ILLUMINA	2012-11-06	ERR187880	ERS185178	ERP001941	GEUV:NA20799	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573475	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162335	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00138.5.MI_120327_5 extract	2012-11-06	1067	734	Homo sapiens	ILLUMINA	2012-11-06	ERR187791	ERS185179	ERP001941	GEUV:HG00138	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573268	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162337	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20581.1.MI_120104_4 extract	2012-11-06	190	120	Homo sapiens	ILLUMINA	2012-11-06	ERR187887	ERS185181	ERP001941	GEUV:NA20581	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573128	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162339	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA12546.3.MI_120120_1 extract	2012-11-06	421	239	Homo sapiens	ILLUMINA	2012-11-06	ERR187847	ERS185183	ERP001941	GEUV:NA12546	CEU	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573132	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162340	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00384.2.MI_120126_6 extract	2012-11-06	405	260	Homo sapiens	ILLUMINA	2012-11-06	ERR187870	ERS185184	ERP001941	GEUV:HG00384	FIN	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573188	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162344	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20518.4.MI_120208_5 extract	2012-11-06	338	216	Homo sapiens	ILLUMINA	2012-11-06	ERR187785	ERS185188	ERP001941	GEUV:NA20518	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573396	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162346	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA20759.4.MI_120208_5 extract	2012-11-06	485	303	Homo sapiens	ILLUMINA	2012-11-06	ERR187772	ERS185190	ERP001941	GEUV:NA20759	TSI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573276	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162350	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00321.2.MI_120126_5 extract	2012-11-06	515	326	Homo sapiens	ILLUMINA	2012-11-06	ERR187928	ERS185194	ERP001941	GEUV:HG00321	FIN	public	lymphoblastoid cell line
