Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	flow_cell_id	group	libraryid	phase	source_name	stim	tissue	DATASTORE_provider
RNA-Seq		35	PRJNA239319	SAMN02664635	GEO	public	sra	SRX475837	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	89	53	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176404	SRS561581	SRP038917	GSM1334188	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664635	GEO	public	sra	SRX475837	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	83	49	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176405	SRS561581	SRP038917	GSM1334188	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	55	31	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176406	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176407	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	67	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176408	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176409	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	60	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176410	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	64	36	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176411	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	50	29	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176412	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	34	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176413	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	56	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176414	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	68	39	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176415	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664587	GEO	public	sra	SRX475838	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	62	36	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176416	SRS561582	SRP038917	GSM1334189	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	73	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176417	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	82	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176418	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	82	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176419	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	71	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176420	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	73	41	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176421	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	75	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176422	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	55	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176423	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	78	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176424	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	74	45	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176425	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	88	53	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176426	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664633	GEO	public	sra	SRX475839	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	81	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176427	SRS561583	SRP038917	GSM1334190	CCR4+ T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	76	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176428	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	87	53	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176429	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	86	53	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176430	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	76	43	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176431	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	78	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176432	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	79	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176433	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176434	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	80	47	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176435	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	76	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176436	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	90	54	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176437	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664590	GEO	public	sra	SRX475840	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	85	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176438	SRS561584	SRP038917	GSM1334191	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	49	27	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176439	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	58	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176440	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	72	44	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176441	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	33	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176442	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	63	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176443	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	61	35	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176444	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	53	31	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176445	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	56	32	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176446	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	48	28	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176447	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	34	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176448	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664592	GEO	public	sra	SRX475841	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	59	34	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176449	SRS561585	SRP038917	GSM1334192	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	82	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176450	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	94	56	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176451	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	98	60	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176452	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	85	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176453	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	86	48	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176454	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	89	51	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176455	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	68	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176456	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	85	49	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176457	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	79	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176458	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	97	56	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176459	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664596	GEO	public	sra	SRX475842	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	92	53	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176460	SRS561586	SRP038917	GSM1334193	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	111	65	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176461	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	126	77	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176462	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	123	75	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176463	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	107	62	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176464	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	112	64	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176465	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	114	66	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176466	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	84	50	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176467	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	115	69	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176468	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	110	67	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176469	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	131	77	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176470	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664599	GEO	public	sra	SRX475843	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	123	72	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176471	SRS561587	SRP038917	GSM1334194	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	65	37	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176472	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	74	45	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176473	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	74	45	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176474	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	65	37	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176475	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	66	37	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176476	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	68	39	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176477	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	51	30	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176478	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	69	40	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176479	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	63	38	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176480	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	77	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176481	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664591	GEO	public	sra	SRX475844	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	72	42	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176482	SRS561588	SRP038917	GSM1334195	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664601	GEO	public	sra	SRX475845	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	68	39	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176483	SRS561589	SRP038917	GSM1334196	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664601	GEO	public	sra	SRX475845	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	76	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176484	SRS561589	SRP038917	GSM1334196	Naive T cells					Blood PBMCs			ncbi
RNA-Seq		35	PRJNA239319	SAMN02664601	GEO	public	sra	SRX475845	0	AB 5500 Genetic Analyzer	SINGLE	cDNA	TRANSCRIPTOMIC		2014-02-25	76	46	Homo sapiens	ABI_SOLID	2014-07-06	SRR1176485	SRS561589	SRP038917	GSM1334196	Naive T cells					Blood PBMCs			ncbi
